datetime,open_time,open,high,low,close,volume,close_time,quote_volume,trades,taker_buy_base,taker_buy_quote,ignore
2017-08-19 20:00:00+00:00,1503172800000,290.6,294.9,288.8,290.91,73.99638,1503187199999,21605.6957487,102,40.22061,11762.4889878,58005.17104565
2017-08-20 00:00:00+00:00,1503187200000,289.41,292.42,285.96,292.41,68.40092,1503201599999,19769.4805676,93,37.94036,10988.6074406,57469.66676677
2017-08-20 04:00:00+00:00,1503201600000,287.97,295.56,285.39,292.08,252.26228,1503215999999,73526.1604894,374,200.75023,58560.1124578,57175.2702354
2017-08-20 08:00:00+00:00,1503216000000,293.02,296.89,282.85,295.0,240.75968,1503230399999,70008.9356821,243,205.12283,59626.9822761,57259.36166759
2017-08-20 12:00:00+00:00,1503230400000,295.0,296.92,292.28,295.1,67.3647,1503244799999,19883.3749891,106,56.03058,16537.5834694,56732.23274455
2017-08-20 16:00:00+00:00,1503244800000,295.1,300.53,293.28,297.88,361.56695,1503259199999,107254.7369296,337,297.70034,88380.2690994,59347.25249404
2017-08-20 20:00:00+00:00,1503259200000,297.87,300.53,294.51,299.1,1519.78418,1503273599999,452405.2059021,885,1389.14305,413412.5072772,60299.06615403
2017-08-21 00:00:00+00:00,1503273600000,299.1,300.9,294.6,299.85,723.80595,1503287999999,215847.2731584,649,544.49312,162591.880143,60631.593347
2017-08-21 04:00:00+00:00,1503288000000,300.03,329.49,299.11,318.5,888.57113,1503302399999,276314.8593611,915,702.76604,217536.5398401,61675.92556078
2017-08-21 08:00:00+00:00,1503302400000,317.48,333.66,312.6,331.53,207.37686,1503316799999,66440.8503875,360,127.5513,40967.7248738,61598.97721378
2017-08-21 12:00:00+00:00,1503316800000,331.33,346.52,325.42,334.94,1227.44025,1503331199999,412065.439751,801,1053.69938,354085.6643325,64981.30384834
2017-08-21 16:00:00+00:00,1503331200000,334.34,342.72,316.82,329.71,1715.07272,1503345599999,569920.2927121,797,1269.93171,422705.9071844,65821.67122599
2017-08-21 20:00:00+00:00,1503345600000,332.27,332.74,316.12,323.29,457.17851,1503359999999,148883.6258439,403,305.75812,100089.7067404,66203.84022245
2017-08-22 00:00:00+00:00,1503360000000,321.04,330.41,280.0,280.0,809.61524,1503374399999,257673.9634469,722,394.31539,126391.7341766,66252.18619501
2017-08-22 04:00:00+00:00,1503374400000,144.21,310.24,144.21,300.35,707.47249,1503388799999,210310.1205076,776,586.53369,174377.6023665,65486.08485167
2017-08-22 08:00:00+00:00,1503388800000,300.35,313.16,296.0,308.03,2176.12505,1503403199999,666105.6986715,1482,1658.87408,506641.8263887,65949.37241246
2017-08-22 12:00:00+00:00,1503403200000,311.16,311.24,301.48,308.39,1756.8306,1503417599999,540204.5904187,1612,829.22258,255456.2530277,66010.33086831
2017-08-22 16:00:00+00:00,1503417600000,305.08,320.76,305.08,307.03,1304.2511,1503431999999,408170.1190835,1071,588.44737,184557.7136789,66214.62452762
2017-08-22 20:00:00+00:00,1503432000000,307.03,313.99,305.08,309.8,1202.0564,1503446399999,371961.3111855,914,376.38821,117047.3586946,66821.52067468
2017-08-23 00:00:00+00:00,1503446400000,312.25,319.78,309.41,317.26,1088.33347,1503460799999,341746.6220416,979,450.69375,142263.3018738,65960.52590029
2017-08-23 04:00:00+00:00,1503460800000,315.45,324.99,315.35,319.06,1376.06321,1503475199999,440244.7944379,1114,463.17818,148597.7023709,67597.09412547
2017-08-23 08:00:00+00:00,1503475200000,319.06,324.51,318.02,319.2,1285.87403,1503489599999,412512.5183367,1066,316.63519,102056.4213927,72548.68114494
2017-08-23 12:00:00+00:00,1503489600000,319.2,322.0,313.75,319.2,2106.38559,1503503999999,667166.2692483,2560,366.97554,116642.3172453,73661.57420791
2017-08-23 16:00:00+00:00,1503504000000,317.87,322.34,315.53,318.57,1635.49673,1503518399999,520572.1007219,1921,433.60926,138679.3998736,75758.06793757
2017-08-23 20:00:00+00:00,1503518400000,318.57,320.2,312.05,315.74,1173.57266,1503532799999,371222.6402544,900,251.14441,79967.7748586,76587.70953099
2017-08-24 00:00:00+00:00,1503532800000,315.74,318.45,314.01,315.22,1061.17398,1503547199999,335440.9332382,909,230.09831,73112.4483824,81675.53826335
2017-08-24 04:00:00+00:00,1503547200000,315.22,322.36,314.31,318.54,1074.07592,1503561599999,341646.9327902,898,422.03713,134904.5376312,87862.58063044
2017-08-24 08:00:00+00:00,1503561600000,318.54,323.61,316.14,323.61,1670.50319,1503575999999,532991.5709206,1657,307.68425,98430.9169854,100625.5341939
2017-08-24 12:00:00+00:00,1503576000000,322.51,328.04,317.9,321.2,1138.04846,1503590399999,366358.3770851,1325,473.3061,152817.7828439,102987.43910962
2017-08-24 16:00:00+00:00,1503590400000,323.67,325.35,318.97,321.23,909.12592,1503604799999,292864.2247642,866,305.48131,98706.2195868,102552.06980149
2017-08-24 20:00:00+00:00,1503604800000,321.23,326.33,318.97,323.42,900.34445,1503619199999,290115.0753554,840,163.29319,52957.2417382,102226.34289434
2017-08-25 00:00:00+00:00,1503619200000,323.42,330.44,323.42,326.55,1406.8485,1503633599999,459116.5390442,1553,527.38862,172522.1223975,105383.24751691
2017-08-25 04:00:00+00:00,1503633600000,326.55,335.0,326.55,330.29,1115.60692,1503647999999,369187.3435858,1015,250.64415,83172.179134,111260.78939004
2017-08-25 08:00:00+00:00,1503648000000,330.29,335.41,327.4,331.26,1199.42604,1503662399999,396584.5435174,946,407.73581,134752.801541,127398.32390508
2017-08-25 12:00:00+00:00,1503662400000,329.68,335.33,328.72,333.15,1961.178,1503676799999,651830.8800525,2534,1175.79502,391087.1101333,109011.54704024
2017-08-25 16:00:00+00:00,1503676800000,335.29,338.28,325.42,328.71,751.25954,1503691199999,250215.0180516,703,126.14582,42092.6043519,107227.5149034
2017-08-25 20:00:00+00:00,1503691200000,329.91,332.27,324.9,327.24,691.65062,1503705599999,227227.7140425,701,108.11619,35687.8659607,106332.85796088
2017-08-26 00:00:00+00:00,1503705600000,327.24,332.27,323.41,323.46,569.57801,1503719999999,186192.6597812,669,113.40231,37257.7635578,101352.4024232
2017-08-26 04:00:00+00:00,1503720000000,323.46,329.69,323.41,327.9,1070.6985,1503734399999,348905.0036307,752,133.28904,43658.613168,98395.38549665
2017-08-26 08:00:00+00:00,1503734400000,328.45,331.25,326.69,327.89,856.541,1503748799999,281625.5336969,704,197.71529,65340.753068,97107.20210375
2017-08-26 12:00:00+00:00,1503748800000,328.25,335.44,324.06,327.0,940.58482,1503763199999,309311.3354243,759,231.94419,76581.1243994,93788.79869889
2017-08-26 16:00:00+00:00,1503763200000,327.01,334.17,326.7,331.19,803.00095,1503777599999,264634.2610997,946,155.9936,51763.3678225,92803.60351282
2017-08-26 20:00:00+00:00,1503777600000,332.68,334.17,329.33,330.79,637.28193,1503791999999,211325.5836838,570,109.65212,36530.6410846,92462.65806951
2017-08-27 00:00:00+00:00,1503792000000,332.18,338.28,330.79,331.62,1056.62234,1503806399999,352807.9315293,1063,321.08828,107431.7661121,92401.77679788
2017-08-27 04:00:00+00:00,1503806400000,334.5,338.29,331.49,332.77,689.1668,1503820799999,230458.1759741,825,201.0692,67504.4551811,90916.41549533
2017-08-27 08:00:00+00:00,1503820800000,332.77,338.42,330.73,333.94,857.24989,1503835199999,286668.4148984,1075,270.24722,90883.8437769,91087.27762995
2017-08-27 12:00:00+00:00,1503835200000,333.93,336.99,331.88,334.67,665.54231,1503849599999,222379.461745,722,125.57197,42149.5213787,89586.55409476
2017-08-27 16:00:00+00:00,1503849600000,335.04,341.47,332.97,339.64,795.13177,1503863999999,267858.0880371,710,165.71474,56029.2771869,88995.68557126
2017-08-27 20:00:00+00:00,1503864000000,341.47,348.13,337.12,348.13,571.72404,1503878399999,194305.2859764,578,82.50888,28131.2515629,88406.05374074
2017-08-28 00:00:00+00:00,1503878400000,348.11,351.0,343.44,343.44,740.63428,1503892799999,256788.4196689,798,302.95491,105299.2580212,87315.36904559
2017-08-28 04:00:00+00:00,1503892800000,343.43,343.69,331.95,338.77,1139.94898,1503907199999,385140.9572799,1142,166.38684,56276.1291365,86153.53324804
2017-08-28 08:00:00+00:00,1503907200000,340.89,342.86,336.54,341.9,636.04761,1503921599999,215944.2580237,646,134.98637,46000.5920161,84718.14573538
2017-08-28 12:00:00+00:00,1503921600000,339.62,347.41,339.34,341.83,587.29518,1503935999999,201555.7201468,729,154.4215,53171.7864744,84135.25044387
2017-08-28 16:00:00+00:00,1503936000000,341.83,347.42,340.49,344.3,759.06227,1503950399999,260744.5897698,743,226.86959,78170.1859912,83184.76453799
2017-08-28 20:00:00+00:00,1503950400000,342.54,348.5,342.16,346.0,416.19338,1503964799999,143584.224215,468,128.64358,44556.0372709,82902.92984582
2017-08-29 00:00:00+00:00,1503964800000,347.0,353.23,346.0,350.03,276.84576,1503979199999,96919.4161415,427,138.78391,48662.1039417,82398.02718938
2017-08-29 04:00:00+00:00,1503979200000,351.19,360.79,350.02,354.18,381.6272,1503993599999,136061.1443351,460,193.75138,69262.2200616,82528.06963965
2017-08-29 08:00:00+00:00,1503993600000,354.17,367.13,354.01,356.75,463.44028,1504007999999,167344.6792144,588,124.88211,45222.5021624,81140.02177999
2017-08-29 12:00:00+00:00,1504008000000,358.1,367.4,358.1,364.57,737.9557,1504022399999,268017.1845437,671,195.88041,71294.5705205,85287.49762864
2017-08-29 16:00:00+00:00,1504022400000,365.74,373.66,362.79,367.44,694.84255,1504036799999,256043.2519507,629,147.18369,54494.224822,85546.81623495
2017-08-29 20:00:00+00:00,1504036800000,367.44,377.6,367.36,374.7,477.42276,1504051199999,177683.9443955,490,122.68634,45833.1889611,85024.5447343
2017-08-30 00:00:00+00:00,1504051200000,374.7,377.8,367.37,373.0,344.29846,1504065599999,128183.3304733,577,130.46594,48532.943743,86345.49070036
2017-08-30 04:00:00+00:00,1504065600000,373.0,393.71,372.92,378.14,452.43879,1504079999999,173898.6896342,464,155.05994,59987.6901994,85132.51689795
2017-08-30 08:00:00+00:00,1504080000000,378.16,384.33,362.05,375.9,1349.92146,1504094399999,499901.7837801,1317,320.61629,119299.445033,85592.53844884
2017-08-30 12:00:00+00:00,1504094400000,373.01,385.33,370.49,379.38,1027.5116,1504108799999,388806.5153587,1153,252.01816,95637.399892,85171.99709476
2017-08-30 16:00:00+00:00,1504108800000,379.38,389.8,378.72,383.38,678.10192,1504123199999,260552.8162492,669,209.0654,80547.6373256,84881.32198617
2017-08-30 20:00:00+00:00,1504123200000,385.34,387.29,380.74,385.93,594.32385,1504137599999,228183.077016,632,218.15226,83832.6285647,84593.83335425
2017-08-31 00:00:00+00:00,1504137600000,384.64,384.64,377.78,383.51,676.3998,1504151999999,258312.2502967,816,267.20206,102055.3251506,83778.40625733
2017-08-31 04:00:00+00:00,1504152000000,383.66,385.94,379.21,383.14,482.67689,1504166399999,184822.1479978,462,169.12332,64867.3051311,84585.1907312
2017-08-31 08:00:00+00:00,1504166400000,381.89,387.42,378.85,387.42,788.3641,1504180799999,301074.6978101,712,271.80475,104047.3441293,86608.93490276
2017-08-31 12:00:00+00:00,1504180800000,385.82,389.36,383.48,383.76,905.28394,1504195199999,350078.6385362,1000,320.88738,124184.3903565,82653.31539628
2017-08-31 16:00:00+00:00,1504195200000,384.38,387.39,383.13,384.45,878.88372,1504209599999,338377.8220518,857,186.15159,71778.8106189,82604.55812604
2017-08-31 20:00:00+00:00,1504209600000,385.1,388.25,383.19,384.79,704.2601,1504223999999,271775.837574,727,217.02471,83875.4354976,82026.24194321
2017-09-01 00:00:00+00:00,1504224000000,386.44,394.39,384.79,390.86,752.09698,1504238399999,293527.7257306,756,201.11884,78571.1747888,82042.74928331
2017-09-01 04:00:00+00:00,1504238400000,392.65,394.27,383.18,388.4,754.44472,1504252799999,292784.9902432,611,341.22627,132517.3668947,81420.12606399
2017-09-01 08:00:00+00:00,1504252800000,389.48,393.08,387.46,389.64,865.19825,1504267199999,337564.1476169,793,292.48529,114234.0377816,80978.03977197
2017-09-01 12:00:00+00:00,1504267200000,389.56,391.2,385.88,387.01,827.84309,1504281599999,322013.5838791,768,289.6085,112719.5287631,80928.96810528
2017-09-01 16:00:00+00:00,1504281600000,387.91,393.4,386.05,388.08,797.61671,1504295999999,310631.4616971,864,350.21656,136566.2065924,81816.43776214
2017-09-01 20:00:00+00:00,1504296000000,389.62,394.02,388.08,388.46,201.48459,1504310399999,78705.7045992,332,89.39985,35022.6349507,84919.76768269
2017-09-02 00:00:00+00:00,1504310400000,388.58,394.32,373.66,378.52,916.21546,1504324799999,351390.289536,1049,280.88831,108267.6248195,85472.07085201
2017-09-02 04:00:00+00:00,1504324800000,378.51,379.6,347.0,363.7,1906.75794,1504339199999,694816.5411107,2006,578.99789,210695.1282483,86052.4413042
2017-09-02 08:00:00+00:00,1504339200000,364.83,364.84,350.42,357.0,1296.25993,1504353599999,462342.3215496,1140,387.42379,138038.0671426,85730.90920448
2017-09-02 12:00:00+00:00,1504353600000,358.25,360.28,327.09,341.72,1569.16565,1504367999999,539959.2427992,1422,457.71185,157390.5861898,86143.67411544
2017-09-02 16:00:00+00:00,1504368000000,341.72,345.27,329.73,336.18,1353.98239,1504382399999,458884.6373623,1146,497.58242,168710.2153917,86787.24909953
2017-09-02 20:00:00+00:00,1504382400000,338.08,343.15,320.08,343.14,1197.94587,1504396799999,396615.4290283,1454,258.0635,85385.6616,87519.78442451
2017-09-03 00:00:00+00:00,1504396800000,343.56,352.67,340.2,348.85,1014.47822,1504411199999,352245.5430068,1199,264.93191,92043.1715597,88677.17229641
2017-09-03 04:00:00+00:00,1504411200000,348.85,367.28,348.84,357.81,697.53237,1504425599999,249850.6617473,921,302.07121,108276.7667958,89482.14617624
2017-09-03 08:00:00+00:00,1504425600000,357.82,363.45,334.75,336.54,1200.03896,1504439999999,418236.6508767,1242,556.04466,195049.8304477,90102.25119594
2017-09-03 12:00:00+00:00,1504440000000,337.69,348.22,320.08,329.34,1590.16682,1504454399999,525484.0706724,1566,860.81672,284597.2072354,87426.85439791
2017-09-03 16:00:00+00:00,1504454400000,329.35,347.73,328.3,343.03,451.76818,1504468799999,152993.7334818,653,173.67083,59242.4825473,87286.29234829
2017-09-03 20:00:00+00:00,1504468800000,343.61,347.68,337.35,341.77,299.63756,1504483199999,102891.9580179,572,83.3822,28728.7935917,88087.12404857
2017-09-04 00:00:00+00:00,1504483200000,339.29,344.55,328.27,329.62,348.0023,1504497599999,116665.3686696,666,91.24299,30726.910424,89377.41061316
2017-09-04 04:00:00+00:00,1504497600000,329.62,339.26,270.38,275.01,1369.08087,1504511999999,430625.4597625,1343,626.27511,197272.1624702,86373.19939732
2017-09-04 08:00:00+00:00,1504512000000,284.51,314.27,270.0,289.93,2246.11858,1504526399999,665590.6939016,1833,818.0822,245091.3270731,81585.45197554
2017-09-04 12:00:00+00:00,1504526400000,286.35,298.18,267.94,269.54,1435.02347,1504540799999,405785.7446336,1736,658.09037,186264.8854212,79684.14301314
2017-09-04 16:00:00+00:00,1504540800000,268.93,302.55,268.2,296.43,660.72272,1504555199999,182844.854472,820,418.57796,116281.1162669,77645.428464
2017-09-04 20:00:00+00:00,1504555200000,299.04,312.92,282.36,283.77,678.86267,1504569599999,200934.0603627,1005,341.89942,101374.7050093,77119.81932553
2017-09-05 00:00:00+00:00,1504569600000,286.81,298.74,235.55,271.12,2602.05439,1504583999999,701237.9733535,2270,891.59013,243326.0102632,76467.65630227
2017-09-05 04:00:00+00:00,1504584000000,269.61,297.25,268.11,296.52,1541.68659,1504598399999,435039.528468,1815,1073.40905,303805.1429778,78273.549533
2017-09-05 08:00:00+00:00,1504598400000,296.56,299.64,282.52,295.98,1497.65197,1504612799999,438212.447789,1630,936.04698,274038.6596842,82339.66907171
2017-09-05 12:00:00+00:00,1504612800000,295.79,304.99,289.1,291.66,1281.64552,1504627199999,383154.3732846,1506,672.97194,201851.9522962,82395.01731413
2017-09-05 16:00:00+00:00,1504627200000,290.07,321.52,285.94,318.26,677.80125,1504641599999,206550.5383736,892,343.84892,105029.4997101,82795.45157583
2017-09-05 20:00:00+00:00,1504641600000,318.71,320.45,309.76,312.09,743.57952,1504655999999,233296.0565699,886,395.1058,123907.7263801,82323.90789166
2017-09-06 00:00:00+00:00,1504656000000,313.29,333.12,312.09,325.73,1625.39279,1504670399999,530724.2430838,1959,671.32704,218225.4687106,83902.09870768
2017-09-06 04:00:00+00:00,1504670400000,325.55,328.06,314.76,318.53,886.19577,1504684799999,283348.0100734,1354,335.36439,107293.3905318,84204.72850972
2017-09-06 08:00:00+00:00,1504684800000,320.31,335.02,319.02,335.02,1046.05074,1504699199999,343282.0377594,1461,513.49475,168596.6722663,81713.7404506
2017-09-06 12:00:00+00:00,1504699200000,331.73,335.24,321.01,335.0,1719.35362,1504713600000,566466.2259252,2282,644.88105,212770.3295016,80860.68615988
2017-09-06 20:00:00+00:00,1504728000000,335.0,336.34,335.0,335.0,209.31696,1504742399999,70142.3416576,33,18.5864,6240.2407096,84763.06977404
2017-09-07 00:00:00+00:00,1504742400000,335.01,335.01,320.35,326.59,695.13817,1504756799999,227553.3155186,303,301.51367,98501.5167461,83648.67619775
2017-09-07 04:00:00+00:00,1504756800000,326.59,330.45,321.31,323.57,257.51863,1504771199999,84032.8954003,247,96.79563,31607.3766141,82789.94761368
2017-09-07 08:00:00+00:00,1504771200000,323.57,332.53,320.17,329.94,470.73116,1504785599999,153691.8174362,498,166.25241,54443.3542836,83499.37238237
2017-09-07 12:00:00+00:00,1504785600000,329.94,338.38,327.79,337.0,963.8723,1504799999999,321679.3506356,897,300.6163,100376.724565,83667.88997676
2017-09-07 16:00:00+00:00,1504800000000,337.0,342.5,328.81,333.52,522.99046,1504814399999,175330.1275661,403,317.17371,106623.3333703,82977.99261258
2017-09-07 20:00:00+00:00,1504814400000,334.77,338.35,329.15,334.49,193.64673,1504828799999,64848.1803956,287,138.74669,46481.8677173,82526.80962161
2017-09-08 00:00:00+00:00,1504828800000,334.49,335.1,326.79,330.0,380.72444,1504843199999,126163.1223411,376,151.05526,50196.9466616,83328.40527748
2017-09-08 04:00:00+00:00,1504843200000,329.35,331.68,324.72,329.57,297.62059,1504857599999,98022.826152,278,115.46888,38103.3734888,83054.41789877
2017-09-08 08:00:00+00:00,1504857600000,329.57,333.76,329.57,331.53,288.20259,1504871999999,95607.2551523,342,162.07669,53813.5094609,83657.58739132
2017-09-08 12:00:00+00:00,1504872000000,330.1,331.57,272.0,294.05,2343.12862,1504886399999,697143.6912602,1138,983.55886,290650.5255883,81146.03022719
2017-09-08 16:00:00+00:00,1504886400000,294.06,310.46,280.8,294.06,899.60081,1504900799999,269289.7879156,560,388.04174,116023.4634604,80515.52032124
2017-09-08 20:00:00+00:00,1504900800000,294.06,306.9,281.52,302.99,706.47988,1504915199999,208083.2037951,533,506.74695,149575.0307354,79848.59094656
2017-09-09 00:00:00+00:00,1504915200000,300.01,302.0,286.96,292.31,794.06721,1504929599999,233627.2874558,598,493.72976,145416.9970249,78513.99555734
2017-09-09 04:00:00+00:00,1504929600000,292.31,306.42,281.66,299.68,471.38503,1504943999999,140508.5699085,369,281.23038,83539.6397035,77310.11933673
2017-09-09 08:00:00+00:00,1504944000000,301.0,303.0,295.0,303.0,233.06016,1504958399999,69846.1674706,187,169.09945,50754.2223533,76783.18188361
2017-09-09 12:00:00+00:00,1504958400000,300.83,307.0,295.01,298.98,521.54298,1504972799999,156503.7349995,363,282.52464,84611.7383449,75005.35104077
2017-09-09 16:00:00+00:00,1504972800000,298.61,298.98,285.17,298.76,372.28872,1504987199999,109283.259656,239,295.44027,86540.826132,74889.48669241
2017-09-09 20:00:00+00:00,1504987200000,298.62,302.77,294.56,296.74,348.24412,1505001599999,103981.3394455,200,233.89058,69891.4910149,74712.70835115
2017-09-10 00:00:00+00:00,1505001600000,296.72,299.0,281.51,290.58,564.96572,1505015999999,165673.5240655,393,300.46274,88720.2186319,73785.45706075
2017-09-10 04:00:00+00:00,1505016000000,285.67,291.0,261.03,276.86,1045.20535,1505030399999,288474.9504475,694,470.8395,130349.0577344,73438.70089159
2017-09-10 08:00:00+00:00,1505030400000,276.86,287.05,265.0,280.22,1134.57261,1505044799999,317473.6127752,462,743.64242,208535.7062691,72501.59338232
2017-09-10 12:00:00+00:00,1505044800000,281.8,288.0,279.98,283.2,483.87901,1505059199999,137485.8305944,294,230.34297,65628.9343647,72224.95962979
2017-09-10 16:00:00+00:00,1505059200000,283.13,302.78,283.0,302.78,608.61377,1505073599999,178082.3393155,336,391.31108,114795.6010064,72099.23551337
2017-09-10 20:00:00+00:00,1505073600000,302.78,302.78,291.87,293.5,319.21453,1505087999999,94713.5150018,315,145.8044,43236.940024,72108.07698301
2017-09-11 00:00:00+00:00,1505088000000,293.51,304.98,285.21,301.76,2013.88975,1505102399999,603430.1832571,1044,947.77131,284241.4365119,71651.93451822
2017-09-11 04:00:00+00:00,1505102400000,301.73,304.89,286.82,293.96,1475.9681,1505116799999,436466.180496,832,762.17806,226009.7916892,70327.38629319
2017-09-11 08:00:00+00:00,1505116800000,293.35,297.36,288.98,294.46,385.84526,1505131199999,113074.8592056,436,178.51073,52355.7187562,69980.72781263
2017-09-11 12:00:00+00:00,1505131200000,293.44,300.97,292.16,299.2,552.72849,1505145599999,164142.7496592,467,323.96391,96193.740056,69423.23760204
2017-09-11 16:00:00+00:00,1505145600000,299.2,301.99,294.77,295.56,247.92173,1505159999999,74365.3523677,436,114.4935,34325.9138621,69695.59638148
2017-09-11 20:00:00+00:00,1505160000000,296.17,297.74,293.38,297.3,153.29314,1505174399999,45332.4911713,275,85.3247,25256.1512878,70010.65222023
2017-09-12 00:00:00+00:00,1505174400000,297.78,304.41,297.51,304.41,1075.62978,1505188799999,324391.9445956,924,479.93189,144915.2300152,71060.11442022
2017-09-12 04:00:00+00:00,1505188800000,303.01,316.46,302.62,314.15,1060.98838,1505203199999,328154.1847533,1262,412.52739,127649.7838885,70911.78657969
2017-09-12 08:00:00+00:00,1505203200000,313.7,313.7,302.32,310.95,782.33129,1505217599999,240995.4057184,672,376.09644,115894.9563934,70279.80276637
2017-09-12 12:00:00+00:00,1505217600000,311.25,311.81,300.0,304.21,1403.04238,1505231999999,427646.4170948,1243,515.2457,157296.0095454,69320.35667344
2017-09-12 16:00:00+00:00,1505232000000,304.06,305.22,286.01,295.07,698.70823,1505246399999,206524.0128771,927,327.4301,97282.2078454,69521.62461953
2017-09-12 20:00:00+00:00,1505246400000,293.82,297.66,291.42,293.96,155.61396,1505260799999,45740.4474127,251,96.37313,28311.0665818,70070.60153339
2017-09-13 00:00:00+00:00,1505260800000,293.93,294.5,275.0,275.0,1088.34772,1505275199999,311197.8366725,963,492.04324,141143.1793866,69844.78769802
2017-09-13 04:00:00+00:00,1505275200000,276.5,283.74,267.0,277.83,765.54219,1505289599999,210684.319615,576,276.83007,77023.7004489,69981.27042145
2017-09-13 08:00:00+00:00,1505289600000,278.55,280.63,262.0,263.84,1453.0078,1505303999999,393534.0663272,858,696.80688,188602.051797,68455.48533364
2017-09-13 12:00:00+00:00,1505304000000,263.26,274.21,257.05,266.93,1715.55432,1505318399999,454752.6251622,1397,1062.55458,282221.2321543,67129.57089926
2017-09-13 16:00:00+00:00,1505318400000,266.93,278.24,264.95,266.1,816.20735,1505332799999,221472.7629261,449,432.56393,117553.6053761,67416.0099562
2017-09-13 20:00:00+00:00,1505332800000,269.1,282.77,268.01,276.91,612.56898,1505347199999,169439.2869039,284,303.75803,83855.6004345,67083.5424068
2017-09-14 00:00:00+00:00,1505347200000,275.76,283.77,270.0,270.0,730.37941,1505361599999,202004.4891354,358,366.0145,101757.6350742,66827.43706285
2017-09-14 04:00:00+00:00,1505361600000,270.0,275.0,266.95,270.85,640.59746,1505375999999,173418.2336615,533,216.52752,58724.8179151,66805.28622986
2017-09-14 08:00:00+00:00,1505376000000,270.85,273.0,238.34,238.39,3489.3471,1505390399999,902723.0187455,2084,1130.81814,289247.5741418,66481.66474004
2017-09-14 12:00:00+00:00,1505390400000,238.43,253.01,229.77,243.48,3489.76076,1505404799999,849654.6354343,2083,1385.59943,339444.6211263,67184.65158786
2017-09-14 16:00:00+00:00,1505404800000,241.95,244.99,221.5,234.22,2018.08109,1505419199999,472085.0134708,1562,452.1443,106423.3012513,66885.87070185
2017-09-14 20:00:00+00:00,1505419200000,234.22,240.49,215.0,215.21,2233.79094,1505433599999,510882.3901172,1546,904.13493,205333.195918,67291.11800887
2017-09-15 00:00:00+00:00,1505433600000,217.0,243.96,212.11,234.0,2143.814,1505447999999,496139.9373649,1514,1078.10786,249040.1649442,66331.51908841
2017-09-15 04:00:00+00:00,1505448000000,234.53,235.0,212.11,220.0,1948.03386,1505462399999,435177.9211605,1269,853.04425,193085.3841277,65847.6555137
2017-09-15 08:00:00+00:00,1505462400000,218.93,225.91,192.0,199.28,2766.15251,1505476799999,570805.8244453,1548,1099.61623,228455.3901572,64615.2543479
2017-09-15 12:00:00+00:00,1505476800000,199.28,270.93,195.09,262.28,4298.87988,1505491199999,1041944.5316645,2464,1991.7733,480870.3628333,64051.27794426
